5,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001
10,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005,0.000005
15,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016,0.000016
20,0.000039,0.000038,0.000038,0.000038,0.000038,0.000038,0.000038,0.000038,0.000038,0.000038,0.000038
25,0.000074,0.000074,0.000074,0.000074,0.000075,0.000095,0.000075,0.000075,0.000074,0.000074,0.000074
30,0.00013,0.000129,0.000129,0.00013,0.000129,0.000129,0.00013,0.000129,0.000129,0.000129,0.000129
35,0.000235,0.000235,0.000235,0.000236,0.000235,0.000236,0.000236,0.000236,0.000235,0.000243,0.000235
40,0.000348,0.000348,0.000347,0.000347,0.000347,0.000347,0.000347,0.000348,0.000348,0.000347,0.000347
45,0.000599,0.00069,0.00069,0.00069,0.00069,0.000689,0.000581,0.000487,0.000487,0.000487,0.000487
50,0.000664,0.000663,0.000663,0.00067,0.000664,0.000663,0.000663,0.000663,0.000663,0.000669,0.000663
55,0.000873,0.000874,0.000873,0.00088,0.000873,0.000873,0.000873,0.000873,0.000878,0.000873,0.000873
60,0.001128,0.001128,0.001134,0.00113,0.001129,0.001135,0.001129,0.001129,0.001129,0.001135,0.001128
65,0.001424,0.001424,0.00143,0.001424,0.001428,0.001424,0.001424,0.00143,0.001424,0.001423,0.001423
70,0.001777,0.001773,0.001779,0.001772,0.001776,0.001773,0.001778,0.001773,0.001773,0.001778,0.001772
75,0.002167,0.00217,0.00217,0.002166,0.00217,0.002167,0.00217,0.002167,0.00217,0.002167,0.002166
80,0.002658,0.002657,0.002654,0.002661,0.00266,0.002653,0.002657,0.002657,0.002655,0.002657,0.002653
85,0.003137,0.003136,0.003133,0.003136,0.003136,0.003137,0.003136,0.003133,0.003139,0.003137,0.003133
90,0.003719,0.003718,0.003716,0.003718,0.003718,0.003718,0.003718,0.003716,0.003718,0.00372,0.003716
