5,0.000003,0.000003,0.000002,0.000002,0.000002,0.000002,0.000002,0.000003,0.000002,0.000002,0.000002
10,0.000015,0.000015,0.000015,0.000015,0.000015,0.000016,0.000015,0.000015,0.000015,0.000015,0.000015
15,0.000049,0.000048,0.000049,0.000048,0.000048,0.000087,0.000049,0.000048,0.000048,0.000048,0.000048
20,0.000112,0.000117,0.000114,0.000118,0.000118,0.000118,0.000121,0.000121,0.000121,0.000121,0.000112
25,0.000214,0.000213,0.000214,0.000214,0.000214,0.000213,0.000213,0.000214,0.000215,0.000214,0.000213
30,0.000404,0.000367,0.000365,0.000365,0.000367,0.000366,0.000366,0.000367,0.000366,0.000366,0.000365
35,0.000837,0.000905,0.000662,0.000612,0.000612,0.000611,0.000373,0.000288,0.000287,0.000288,0.000287
40,0.000425,0.000424,0.000423,0.000425,0.000425,0.000425,0.000444,0.000425,0.000424,0.000424,0.000423
45,0.000597,0.000595,0.000597,0.000596,0.000608,0.000596,0.000607,0.000605,0.000603,0.000847,0.000595
50,0.000831,0.000812,0.000813,0.000811,0.000826,0.000814,0.000813,0.000813,0.000813,0.000817,0.000811
55,0.001072,0.001071,0.001071,0.001074,0.001218,0.001085,0.00107,0.001079,0.001072,0.00107,0.00107
60,0.001394,0.001389,0.00139,0.001395,0.001389,0.001462,0.001396,0.001389,0.00139,0.001395,0.001389
65,0.001762,0.001767,0.001763,0.001769,0.001764,0.001781,0.001763,0.001764,0.001767,0.001764,0.001762
70,0.002189,0.002183,0.002188,0.00219,0.002184,0.002187,0.002187,0.002189,0.002185,0.00219,0.002183
75,0.002681,0.002678,0.002681,0.002684,0.002695,0.002692,0.002686,0.002687,0.002809,0.00276,0.002678
80,0.003297,0.003285,0.003299,0.003295,0.003296,0.003293,0.003284,0.003289,0.003287,0.003289,0.003284
85,0.003941,0.003941,0.003939,0.003937,0.003937,0.00394,0.003938,0.003942,0.00394,0.003939,0.003937
90,0.004649,0.004649,0.004648,0.004652,0.004649,0.004651,0.004648,0.004649,0.004649,0.004653,0.004648
95,0.005404,0.005403,0.005404,0.0054,0.005401,0.005403,0.005399,0.005399,0.005404,0.005409,0.005399
100,0.006295,0.00628,0.006297,0.006289,0.006274,0.006284,0.006273,0.006274,0.006273,0.006275,0.006273
105,0.00726,0.007263,0.007265,0.007257,0.007262,0.007262,0.007265,0.007264,0.007258,0.007266,0.007257
