5,0.000003,0.000002,0.000002,0.000002,0.000002,0.000003,0.000002,0.000002,0.000002,0.000002,
10,0.000015,0.000015,0.000015,0.000014,0.000015,0.000015,0.000014,0.000015,0.000015,0.000015,
15,0.000047,0.000047,0.000047,0.000048,0.000048,0.000047,0.000047,0.000048,0.000047,0.000047,
20,0.000112,0.000111,0.000112,0.000118,0.000120,0.000119,0.000120,0.000120,0.000120,0.000120,
25,0.000211,0.000210,0.000247,0.000211,0.000212,0.000210,0.000211,0.000212,0.000211,0.000211,
30,0.000362,0.000362,0.000362,0.000361,0.000362,0.000362,0.000312,0.000170,0.000170,0.000171,
35,0.000301,0.000300,0.000345,0.000390,0.000483,0.000496,0.000346,0.000302,0.000301,0.000320,
40,0.000418,0.000453,0.000789,0.000775,0.000800,0.000582,0.000418,0.000418,0.000418,0.000418,
45,0.000593,0.000592,0.000591,0.000612,0.000593,0.000592,0.000593,0.000601,0.000598,0.000592,
50,0.000817,0.001044,0.000811,0.000810,0.000827,0.000811,0.000855,0.000912,0.000810,0.000824,
55,0.001069,0.001070,0.001068,0.001079,0.001068,0.001069,0.001080,0.001069,0.001068,0.001126,
60,0.001397,0.001386,0.001385,0.001388,0.001386,0.001385,0.001388,0.001384,0.001389,0.001384,
65,0.001752,0.001769,0.001753,0.001755,0.001752,0.001756,0.001751,0.001750,0.001781,0.001860,
70,0.002388,0.002220,0.002210,0.002215,0.002212,0.002214,0.002212,0.002213,0.002211,0.002215,
75,0.002720,0.002713,0.002717,0.002716,0.002713,0.002719,0.002718,0.002714,0.002717,0.002718,
80,0.003285,0.003278,0.003278,0.003277,0.003278,0.003278,0.003278,0.003275,0.003279,0.003277,
85,0.003876,0.003887,0.003886,0.003902,0.003880,0.003877,0.003876,0.003879,0.003875,0.003875,
90,0.004608,0.004608,0.004609,0.004610,0.004612,0.004634,0.004609,0.004609,0.004627,0.004612,
95,0.005397,0.005400,0.005403,0.005398,0.005406,0.005415,0.005410,0.005403,0.005411,0.005405,
100,0.006273,0.006267,0.006271,0.006269,0.006268,0.006272,0.006270,0.006279,0.006282,0.006284,
105,0.007274,0.007258,0.007258,0.007260,0.007259,0.007274,0.007270,0.007270,0.007257,0.007260,
110,0.008336,0.008331,0.008357,0.008342,0.008339,0.008324,0.008330,0.008329,0.008328,0.008331,
115,0.009558,0.009549,0.009554,0.009554,0.009554,0.009555,0.009556,0.009550,0.009943,0.009651,
120,0.010843,0.010858,0.010859,0.010837,0.010845,0.010827,0.010826,0.010827,0.010834,0.010851,
125,0.012245,0.012228,0.012227,0.012230,0.012225,0.012226,0.012244,0.012245,0.012252,0.012242,
130,0.013822,0.013818,0.013809,0.013823,0.013834,0.013819,0.013830,0.013811,0.013803,0.013799,
135,0.015429,0.015427,0.015427,0.015429,0.015454,0.015439,0.015427,0.015509,0.015449,0.015431,
140,0.017105,0.017101,0.017099,0.017535,0.017144,0.017095,0.017096,0.017097,0.017113,0.017133,
145,0.018993,0.019017,0.018989,0.018981,0.019013,0.018985,0.018977,0.018980,0.018979,0.018999,
150,0.021113,0.021098,0.021085,0.021089,0.021104,0.021115,0.021088,0.021107,0.021106,0.021093,
